rutaImagen,etiqueta,estado,m00,m10,m01,m20,m02,m11,m30,m03,m21,m12,mu20,mu02,mu11,mu30,mu03,mu21,mu12,nu20,nu02,nu11,nu30,nu03,nu21,nu12
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\113.jpg,jeans,exito,4691490.0,650953035.0,529038045.0,99136597095.0,73805641695.0,76428641055.0,16314391031985.0,11399242451625.0,12016790825775.0,10746078555915.0,8815642819.127895,14148421268.77677,3023620257.0836515,112628339165.2442,-114391521384.31079,-1459470221.2890625,-176512510194.625,0.0004005275515546229,0.0006428155774245755,0.00013737435184794377,2.362493882434957e-06,-2.3994784214687023e-06,-3.061387120636342e-08,-3.702529297677186e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\114.jpg,jeans,exito,4975815.0,683352315.0,536232360.0,103031859285.0,73552300980.0,77071397370.0,16817173020855.0,11191858383090.0,12083601014730.0,10700275754520.0,9183839128.330355,15763748971.701946,3428059628.561993,144797737806.24472,-132354547861.47649,38506487329.92578,-139879709047.03125,0.0003709332952651724,0.0006366944444582655,0.00013845859412600357,2.6218099928526414e-06,-2.3965048172717153e-06,6.972256252120747e-07,-2.532760694559761e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\115.jpg,jeans,exito,4409460.0,489619380.0,441844110.0,58189006920.0,61651190370.0,48939675480.0,7311237544920.0,9926432518230.0,5836931244240.0,6820761218550.0,3822454718.237331,17376785444.75017,-121987216.75919874,1144855695.2455325,266320863182.34952,33269262165.978516,-441137017.50390625,0.0001965945774427217,0.0008937141296990483,-6.2739854622129665e-06,2.8040595381660466e-08,6.522914282737818e-06,8.148537172997294e-07,-1.0804632118327032e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\116.jpg,jeans,exito,4409460.0,489619380.0,441844110.0,58189006920.0,61651190370.0,48939675480.0,7311237544920.0,9926432518230.0,5836931244240.0,6820761218550.0,3822454718.237331,17376785444.75017,-121987216.75919874,1144855695.2455325,266320863182.34952,33269262165.978516,-441137017.50390625,0.0001965945774427217,0.0008937141296990483,-6.2739854622129665e-06,2.8040595381660466e-08,6.522914282737818e-06,8.148537172997294e-07,-1.0804632118327032e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\117.jpg,jeans,exito,4894980.0,630094035.0,504010050.0,86182232955.0,65765103330.0,66293246835.0,12401344516215.0,9730444789590.0,9237305646885.0,8711474613975.0,5074957145.378471,13869869743.549696,1415816062.0342834,1230244390.9836266,102748557227.78201,-915153087.8671875,-45531618496.84375,0.0002118022336761931,0.0005788559998298454,5.908877569273137e-05,2.3206737478217824e-08,1.938199280830952e-06,-1.726300694249366e-08,-8.588865148735172e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\118.jpg,jeans,exito,5931045.0,851599530.0,576889305.0,129389858040.0,77272055085.0,81801016755.0,20622767333940.0,11809740811065.0,12271056356925.0,10777263600885.0,7114313090.29537,21160312512.926613,-1030703624.8026569,1538922830.7467992,177433500593.1628,-18199892832.304688,-117214858977.1914,0.00020224162012333723,0.0006015332514347816,-2.9300252645815344e-05,1.7963410515415292e-08,2.071131018827921e-06,-2.1244219641903796e-07,-1.3682158638792942e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\119.jpg,jeans,exito,4810830.0,592999185.0,444233205.0,79142464275.0,58590876465.0,54324125430.0,11324889215535.0,9072845635275.0,7168258196280.0,7030861225530.0,6047378102.621378,17570274942.066944,-433562643.5627617,78680684689.12436,417663070874.01294,-32891286849.30078,-111177912569.73828,0.00026129259493879093,0.0007591691234603997,-1.873319416821801e-05,1.549951483809914e-06,8.22765458881756e-06,-6.479341029875144e-07,-2.190122915620404e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\12.jpg,jeans,exito,6903870.0,803316810.0,951568710.0,127707784710.0,156780061860.0,104318550525.0,22641106559880.0,27898640400210.0,16057372512675.0,17063876183775.0,34235877326.3766,25624201472.845543,-6403572083.481198,-185847271544.45245,-774173238869.5077,-54538307783.390625,586569758358.8984,0.000718284097630528,0.000537607266697543,-0.0001343498211465912,-1.4839684817852483e-06,-6.181681745320436e-06,-4.354819370113623e-07,4.683690142659926e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\120.jpg,jeans,exito,4019565.0,472890360.0,466539330.0,61223725710.0,71016665130.0,55173703320.0,8391073708020.0,12015775890840.0,6961537792020.0,8352400299900.0,5589523357.026584,16866789101.910168,286681535.83708906,-126906002871.24591,-142283088750.4541,-211978208398.42188,-69056440476.32422,0.0003459526513184336,0.001043937029388986,1.7743594770420746e-05,-3.917730209843596e-06,-4.392438044976138e-06,-6.54400431879953e-06,-2.131849533649293e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\121.jpg,jeans,exito,4762890.0,524342730.0,479098590.0,63400266990.0,67171426290.0,53155872000.0,8235159472650.0,10858846163730.0,6560061375420.0,7487476281930.0,5675797496.929007,18978950935.753292,412293496.24477935,5787098902.269315,283898413556.24115,91857256639.80078,9682861480.132812,0.00025019912650559457,0.0008366255048188879,1.8174621747903368e-05,1.1689192905978147e-07,5.734381557672623e-06,1.8553980341609942e-06,1.9558130530437968e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\122.jpg,jeans,exito,4762890.0,524342730.0,479098590.0,63400266990.0,67171426290.0,53155872000.0,8235159472650.0,10858846163730.0,6560061375420.0,7487476281930.0,5675797496.929007,18978950935.753292,412293496.24477935,5787098902.269315,283898413556.24115,91857256639.80078,9682861480.132812,0.00025019912650559457,0.0008366255048188879,1.8174621747903368e-05,1.1689192905978147e-07,5.734381557672623e-06,1.8553980341609942e-06,1.9558130530437968e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\123.jpg,jeans,exito,5643660.0,799791945.0,615228810.0,121805645745.0,82087047960.0,90607138305.0,19694941768545.0,12204630208680.0,14269997226435.0,12303179267925.0,8463035579.454408,15019490974.990969,3419914664.6787443,34560084360.16073,-18495201345.158432,22366631081.492188,-75422527034.3711,0.0002657079096319966,0.00047155627708689914,0.00010737262866738195,4.567438296247768e-07,-2.4443137939231866e-07,2.9559594327094967e-07,-9.967792172801486e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\124.jpg,jeans,exito,4137120.0,564055155.0,450888450.0,81547078065.0,59465901570.0,64214930535.0,12414986777025.0,8666545539480.0,9647312506575.0,8632727765115.0,4643769028.260902,10325341387.215235,2740775917.1837964,30590512041.02925,-65046131623.21182,12461885773.183594,-72269125831.78125,0.0002713153558054736,0.0006032650752516907,0.00016013169230173353,8.787016689846661e-07,-1.8684271888503314e-06,3.5796327347857814e-07,-2.0759051499130255e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\125.jpg,jeans,exito,5575830.0,778587675.0,508438890.0,116065063815.0,64691341170.0,69881290380.0,18287589008895.0,9453846670560.0,10195362406800.0,8754827022960.0,7346044823.763598,18328718051.21192,-1115180682.5468812,29157868776.443256,212234243486.64734,-76733468472.3125,-75047355816.77734,0.00023628411493159605,0.0005895396810746094,-3.586957157027043e-05,3.97175057052784e-07,2.890957100179597e-06,-1.0452279606584582e-06,-1.0222605107637445e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\126.jpg,jeans,exito,4800375.0,595475745.0,374922930.0,80587178505.0,43571987190.0,46901603025.0,11687301303405.0,6073735565730.0,6318520285365.0,5445607800285.0,6719748797.257364,14289440838.978483,393255018.99362165,23503162586.37031,438547656864.5024,-73132186858.11719,-20828088788.728516,0.00029161019789658213,0.0006201045301852264,1.7065693580593244e-05,4.6552005084261284e-07,8.6861811371233e-06,-1.4485071623580088e-06,-4.12535671157127e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\127.jpg,jeans,exito,8234205.0,1013015040.0,1120684455.0,160781886000.0,182899330125.0,130030147995.0,27959494494750.0,32145802042725.0,20028866379945.0,20710190755935.0,36155468359.65687,30372929861.872337,-7842325183.552543,-716805783263.3,-1014579171856.3667,75880807353.21094,343655264770.3594,0.0005332497268558167,0.00044796423023872606,-0.00011566487593091643,-3.6842349062753734e-06,-5.214729132228763e-06,3.9001180751406776e-07,1.7663176717523666e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\128.jpg,jeans,exito,4594590.0,514293690.0,435697080.0,61929779400.0,59090877150.0,48660552480.0,7908705523830.0,9361095156420.0,5845122572010.0,6595678272450.0,4362510160.782549,17774471220.303032,-109035012.1212135,-12700214.949774511,386563577464.3467,-3162478925.5820312,2042543905.7265625,0.000206653576286576,0.0008419826909055381,-5.165025264091774e-06,-2.806688168326225e-10,8.542874458942156e-06,-6.988930674098324e-08,4.513926603731509e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\129.jpg,jeans,exito,4594590.0,514293690.0,435697080.0,61929779400.0,59090877150.0,48660552480.0,7908705523830.0,9361095156420.0,5845122572010.0,6595678272450.0,4362510160.782549,17774471220.303032,-109035012.1212135,-12700214.949774511,386563577464.3467,-3162478925.5820312,2042543905.7265625,0.000206653576286576,0.0008419826909055381,-5.165025264091774e-06,-2.806688168326225e-10,8.542874458942156e-06,-6.988930674098324e-08,4.513926603731509e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\13.jpg,jeans,exito,4115700.0,461629050.0,383042385.0,55175826960.0,50972563275.0,43110217125.0,6950271705360.0,7913733557985.0,5160518339355.0,5758016882055.0,3398151278.122677,15323349603.816916,147053556.8866173,-705109048.5579778,317544097312.6761,-7605853524.724609,13411723513.730469,0.00020061125145408133,0.0009046202151978288,8.681366914923214e-06,-2.0518566252202903e-08,9.24048501721981e-06,-2.2132918272822404e-07,3.9027911786906904e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\130.jpg,jeans,exito,3160980.0,382524735.0,297696690.0,48147276495.0,36096105780.0,36635573835.0,6277047596895.0,5029941509100.0,4688480649375.0,4464800549055.0,1856198131.068493,8059446504.409489,609927531.439983,1269965081.27655,112405710776.2467,6416991983.03125,-18239556395.072266,0.00018577224740239096,0.0008066065065379854,6.104284147887503e-05,7.148870168072475e-08,6.327526987447185e-06,3.612244402038222e-07,-1.0267386285970896e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\131.jpg,jeans,exito,3702345.0,454735890.0,378248385.0,58996645980.0,49396733655.0,47500137750.0,8011055012040.0,7309770763755.0,6286172592630.0,6223497874080.0,3144279532.76396,10753160256.219433,1042253356.7201558,-7518573136.5921,65992636540.688416,2780289130.7304688,-56556777655.54492,0.0002293862477579186,0.0007844808507039705,7.603604711982188e-05,-2.850645511174519e-07,2.5020919489326635e-06,1.0541386758228058e-07,-2.144334056758956e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\132.jpg,jeans,exito,3634515.0,460599360.0,343546965.0,61509513900.0,42944459985.0,44155922910.0,8589211172340.0,6228701500725.0,5960176238760.0,5510468115420.0,3138102464.7989893,10471209176.924856,618473701.7996209,-1222134456.8566089,189892152947.90665,-10673792515.640625,-48771648622.177734,0.00023756047711918357,0.0007926909576690262,4.6819665493171475e-05,-4.8529165669680534e-08,7.54033870666204e-06,-4.238406358721093e-07,-1.936650589213203e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\133.jpg,jeans,exito,6570330.0,869403885.0,981770400.0,142978196295.0,164580942810.0,124094264370.0,25338319116855.0,29237942786310.0,19850298459420.0,20219317328520.0,27936316320.46399,17880074160.151367,-5816257618.69828,-974161871522.4779,-697989377741.6934,25052691230.828125,179707150895.45312,0.0006471348281578122,0.0004141855564043211,-0.00013473153838255807,-8.80365814585595e-06,-6.307842721736823e-06,2.2640521629654527e-07,1.62404254272111e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\134.jpg,jeans,exito,4570110.0,514170270.0,448646490.0,61795591770.0,61853442090.0,50752614300.0,7841303751960.0,9885670011900.0,6134654519520.0,7023027633180.0,3947735470.726485,17809934824.459328,276654881.5500532,557570591.3448031,316740778174.4117,5946288127.275391,9751912695.753906,0.00018901433252874024,0.0008527250541957044,1.3246008544584162e-05,1.248772210457899e-08,7.093937303060053e-06,1.3317702698070146e-07,2.1841032798909223e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\135.jpg,jeans,exito,4570110.0,514170270.0,448646490.0,61795591770.0,61853442090.0,50752614300.0,7841303751960.0,9885670011900.0,6134654519520.0,7023027633180.0,3947735470.726485,17809934824.459328,276654881.5500532,557570591.3448031,316740778174.4117,5946288127.275391,9751912695.753906,0.00018901433252874024,0.0008527250541957044,1.3246008544584162e-05,1.248772210457899e-08,7.093937303060053e-06,1.3317702698070146e-07,2.1841032798909223e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\136.jpg,jeans,exito,3312450.0,413116065.0,316739325.0,53523504735.0,38452914465.0,39875252445.0,7176560830785.0,5333282783985.0,5224884968115.0,4838250987675.0,2001252878.7956135,8166027115.317556,372738120.32910043,2137340664.9988759,94696841615.57782,13948358508.845703,-28732167642.664062,0.00018239095892070607,0.0007442385377262303,3.3970750979776264e-05,1.070287417839728e-07,4.742006725931441e-06,6.984732408833441e-07,-1.4387822221695893e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\137.jpg,jeans,exito,3822705.0,453691665.0,356158500.0,57001344675.0,44999878560.0,43259664720.0,7508584293255.0,6522470431080.0,5566721693250.0,5483081838090.0,3155670763.3400035,11816863621.036625,989559423.1218728,-5581204334.463179,127929891839.40889,21061449517.828125,-42050189697.68164,0.00021594846283798415,0.0008086501178050844,6.771740537464511e-05,-1.9534439805162117e-07,4.477597704113086e-06,7.371592100202984e-07,-1.4717735639471408e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\138.jpg,jeans,exito,4182765.0,534848730.0,386185005.0,72196559310.0,48301773855.0,50236696770.0,10208990303970.0,6960722044725.0,6889330227930.0,6258972166950.0,3805635128.839231,12646206763.171978,855352260.0182853,3990432275.2524934,165941170868.76926,4841915040.8046875,-75304522445.12695,0.00021752051190478076,0.0007228253039638885,4.8889779277089634e-05,1.1152218792108568e-07,4.637623486618603e-06,1.353189132985309e-07,-2.1045652511172298e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\139.jpg,jeans,exito,7812180.0,783173850.0,913768275.0,115403472690.0,138619098795.0,86192612475.0,19617746173170.0,23377236465855.0,12213818448495.0,12819822656445.0,36890013025.24284,31738246024.52163,-5412985186.550146,652032497210.621,-261304815921.30753,-199287147108.78906,189490916292.8828,0.0006044554893851611,0.0005200420238358693,-8.869361492856935e-05,3.8224220548668685e-06,-1.5318520099741177e-06,-1.1682846938134559e-06,1.1108560704158848e-06
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\14.jpg,jeans,exito,4115700.0,461629050.0,383042385.0,55175826960.0,50972563275.0,43110217125.0,6950271705360.0,7913733557985.0,5160518339355.0,5758016882055.0,3398151278.122677,15323349603.816916,147053556.8866173,-705109048.5579778,317544097312.6761,-7605853524.724609,13411723513.730469,0.00020061125145408133,0.0009046202151978288,8.681366914923214e-06,-2.0518566252202903e-08,9.24048501721981e-06,-2.2132918272822404e-07,3.9027911786906904e-07
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\140.jpg,jeans,exito,4849590.0,542025450.0,483972150.0,65167107930.0,67646376030.0,54155419980.0,8307734317830.0,10896870284220.0,6527825912520.0,7575128325450.0,4586401427.449784,19347645214.48312,63172513.468293026,-1034793815.5289918,284343256011.6822,10254828316.035156,1868548260.9414062,0.00019501230560559503,0.0008226556181353187,2.686074844783571e-06,-1.9979805942206772e-08,5.490101497354244e-06,1.9800029402020436e-07,3.607794237557586e-08
C:\Users\joker\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\141.jpg,jeans,exito,4849590.0,542025450.0,483972150.0,65167107930.0,67646376030.0,54155419980.0,8307734317830.0,10896870284220.0,6527825912520.0,7575128325450.0,4586401427.449784,19347645214.48312,63172513.468293026,-1034793815.5289918,284343256011.6822,10254828316.035156,1868548260.9414062,0.00019501230560559503,0.0008226556181353187,2.686074844783571e-06,-1.9979805942206772e-08,5.490101497354244e-06,1.9800029402020436e-07,3.607794237557586e-08
