rutaImagen,etiqueta,estado,crudo_m00,crudo_m10,crudo_m01,crudo_m20,crudo_m02,crudo_m11,crudo_m30,crudo_m03,crudo_m21,crudo_m12,central_mu20,central_mu02,central_mu11,central_mu30,central_mu03,central_mu21,central_mu12,normalizado_nu20,normalizado_nu02,normalizado_nu11,normalizado_nu30,normalizado_nu03,normalizado_nu21,normalizado_nu12,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,momentos_tamano,sift_tamano,hog_tamano
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000010.jpg,pliers,exito,3211725.0,351756435.0,373031085.0,50192909955.0,48895220565.0,41242638180.0,8046139930365.0,6950116783425.0,5972794787790.0,5412649107660.0,11667634732.523226,5568911377.171896,387308223.7360094,-6856594815.675197,-22519816927.400585,58218670632.99805,-32451107440.115234,0.0011311133288878562,0.0005398754786654288,3.75474125046542e-05,-3.7090492947141445e-07,-1.2182010653555228e-06,3.1493171910472935e-06,-1.7554305074041293e-06,2.77702643305358,6.449403046683591,9.623913046514366,9.965570041334168,9.999999999998819,-9.999999355535541,9.999999999999748,0.3183098861837906,0.015132921956346187,0.016243824824092847,0.008236571057313753,0.041099372277995615,0.08460649604132774,0.04889902570570172,0.019623068849704255,0.05730090164866926,0.07740091696563428,0.1127477212776301,0.07922727022734131,0.10387306744094066,0.1004926696588441,0.06431785446449421,0.05366980612065193,0.09253152699463585,0.07542532084075763,0.06026459533420718,0.05398230695169897,0.14929874961673958,0.19125300175655066,0.041359831832406525,0.1397325945610616,0.0638734823970579,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000011.jpg,pliers,exito,3366255.0,392649000.0,404144910.0,57438627600.0,54703170180.0,45224863020.0,9313392257970.0,8014569565860.0,6425352165360.0,5984412485790.0,11638996496.295734,6182452563.863339,-1915681818.8758445,-101610574275.46143,-37470834856.64879,-23698153444.117188,63672982855.61328,0.0010271207771992952,0.0005455904625810395,-0.0001690555194596496,-4.8873267692703685e-06,-1.8022948454689974e-06,-1.1398480968695889e-06,3.0625815847266935e-06,2.8033509817916173,6.460559399308491,9.52183316102245,9.950836655028127,-9.999999999997502,-9.99997309505992,-9.99999999999947,0.3183098861837905,0.09327004875490483,0.09531876658738507,0.02390866990921312,0.07687325382972196,0.0965983085949427,0.021929322724221257,0.05623834909605826,0.027485421803571303,0.07205767737997272,0.08383842544296996,0.08619827766903096,0.038968199283299525,0.03029304317483331,0.1326104425494486,0.05952756098103054,0.12036895121624266,0.09702344480143735,0.09475036079002307,0.07780505936521404,0.0010272129707800818,0.22056746273229605,0.13740858678623652,0.21934128855053023,0.09659607372627178,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000012.jpg,pliers,exito,1724820.0,193700550.0,211624245.0,21997531650.0,32606022525.0,23734287180.0,2524837593990.0,5504767060275.0,2699962941840.0,3655135115490.0,244593331.62330142,6641098027.475607,-31516005.16410235,-463425809.7116233,-125420212238.73863,8086866523.922852,1150702734.84375,8.221613448570109e-05,0.0022322988322533766,-1.0593600822341645e-05,-1.1860985337135469e-07,-3.2100225476647343e-05,2.069763989263088e-06,2.9451247598566973e-07,2.6355399877563728,5.335038108184851,8.80448130347475,8.999193153797272,9.999999995492539,9.99165893484427,9.99999999996132,0.31830988618379064,0.018764020131782383,0.05070247872138875,0.055996882081369014,0.049048482159502846,0.07843134202001699,0.06678223623006346,0.10903745124840343,0.015440068582120568,0.08521439470181782,0.1283945643619557,0.019735510687673354,0.05149492955805453,0.16989444450979027,0.062135254622405225,0.030138973841475358,0.08121271776299772,0.13517310628771637,0.06990747627166342,0.003472503967816384,0.014023268938120283,0.2064323044664481,0.12192706223003386,0.004097700880474204,0.14398722965736085,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000013.jpg,pliers,exito,2694075.0,285228975.0,289550460.0,38539050915.0,39279966420.0,37975636830.0,5899043036775.0,6018929968170.0,5690105282310.0,5728579278390.0,8341091251.831517,8160020284.049219,7320149912.754375,52622352034.967255,43221200074.41379,-1955121845.1230469,-3588574778.5253906,0.0011492208820074099,0.0011242732425417684,0.001008557379984886,4.417189702677919e-06,3.628044595559316e-06,-1.6411550886246036e-07,-3.0122970460269194e-07,2.643306144713594,5.390461685652814,9.837766146316037,9.88961256510396,-9.999999999995781,9.999749740882875,-9.999999999998296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000014.jpg,pliers,exito,2740485.0,276895320.0,287571150.0,36163905180.0,34441668840.0,33947458440.0,5382891687840.0,4534307724600.0,4867577117070.0,4566074896830.0,8186733899.039735,4265562671.8135314,4891614090.544341,74578486810.01233,24983337822.132626,84253764109.07227,59532772522.11133,0.00109007358477457,0.000567964862433084,0.0006513243709605503,5.998532194012488e-06,2.009471667368731e-06,6.7767386828657526e-06,4.788368172210811e-06,2.7804053768949286,5.7056238909651515,9.29615066942241,9.532310944395213,9.999999999764771,9.99884039698793,-9.999999999987894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000015.jpg,pliers,exito,3402720.0,380592090.0,435701670.0,52447735980.0,65204362410.0,43522801005.0,8113631157000.0,10371095750130.0,5591500452015.0,6139544418645.0,9878750294.851616,9414892444.563847,-5210156511.86601,37520899615.382614,-389066213021.811,41329576348.26953,180747697087.96875,0.000853197512229148,0.0008131355254311074,-0.0004499853161148604,1.756740882903182e-06,-1.8216208288660563e-05,1.9350643824730455e-06,8.462666732938812e-06,2.7782381689651174,6.090630082464085,8.90816985436693,9.328353359866478,9.999999999357415,9.998729181741053,-9.999999999182936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000016.jpg,pliers,exito,5697975.0,749896860.0,422168565.0,118471339950.0,51066561885.0,54904707135.0,20461080405000.0,7825823562585.0,8708494684995.0,6392008867965.0,19779207984.19468,19787678198.399197,-655887863.0836847,-336837758868.1464,1110074797475.6255,103476396525.58203,-231548436628.16992,0.0006092111149472733,0.0006094720024733815,-2.020172782797425e-05,-4.3462972048501685e-06,1.4323557446929635e-05,1.3351803981190634e-06,-2.9877241978040335e-06,2.9141091695295978,8.761324928987356,9.64249013564839,9.399044584381667,9.999999999840917,9.999959482543208,-9.999999999802252,0.3183098861837906,0.03472882632024621,0.011639415286145911,0.008742753973267318,0.07662439368818098,0.08384683130405172,0.024096819201600967,0.028146483561132314,0.06684225096730191,0.12053571688171325,0.12311950051031542,0.08559346642489608,0.03264987194306539,0.13221859865238278,0.108009698235988,0.06612767413048157,0.1407016250648691,0.12386120596673762,0.09179056168860202,0.06239740808813049,0.01578005273686912,0.26554315270153045,0.13324068455354568,0.1755029696365109,0.06028493362060907,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000017.jpg,pliers,exito,2929695.0,319170495.0,360368805.0,45229637895.0,50859582465.0,39756748335.0,7248418822515.0,7903872961455.0,5619172951035.0,5642677353675.0,10458166844.755852,6532211999.088694,496999496.15893173,42261699372.64685,40864074882.3319,-52613944601.390625,-20398270197.166016,0.0012184585123073998,0.0007610539621938844,5.790434171654071e-05,2.876675878209605e-06,2.7815421586061234e-06,-3.581334104852339e-06,-1.3884726053247272e-06,2.7034417351246205,6.65222016444586,9.478167291041007,9.987777056779203,9.999999999999705,9.99999806840867,9.99999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000018.jpg,pliers,exito,2887875.0,318823440.0,304850970.0,44344504080.0,37120588170.0,34079829195.0,6950295313260.0,4968901072800.0,4787665533525.0,4391082360885.0,9146171086.55894,4939792979.785431,424066759.73642474,35143240136.97589,7450638287.224138,12919421170.90039,203412208512.22852,0.0010966866042732342,0.000592313957124088,5.084841846048012e-05,2.479681045352422e-06,5.257115298588554e-07,9.115848074776643e-07,1.4352615065517161e-05,2.7723701803631826,6.577026237242641,8.756597972430844,9.414097289918098,-9.999999999189635,9.999363006719586,9.999999999740478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000019.jpg,pliers,exito,2145315.0,178138920.0,223045185.0,21322682820.0,28740150105.0,18055746495.0,3220260391110.0,4220200799535.0,2142419061135.0,2130645239895.0,6530694315.390469,5550476536.463807,-465090010.17532223,365135920603.3617,77981018791.86826,2770352179.7285156,-159119724979.70215,0.001418983081336204,0.0012060022898384287,-0.00010105431733069973,5.416601501931125e-05,1.1568078616099433e-05,4.109673393074954e-07,-2.3604583736590803e-05,2.5808730959936996,7.063945335452249,7.800608042531469,8.929039591687607,9.999999993077159,9.999911502299307,-9.999999982023736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000020.jpg,pliers,exito,3465705.0,446157180.0,458560125.0,64827127140.0,69111423705.0,65210718285.0,10179849513420.0,11234804898375.0,10063552409805.0,10401458936985.0,7391128038.647637,8437653652.437642,6178027323.003094,-68656322410.742744,-142414489954.29794,-104617708972.36719,-130468006879.92188,0.0006153575591945401,0.0007024873510164413,0.0005143593500534139,-3.070446640112975e-06,-6.369057893423607e-06,-4.678711030992532e-06,-5.834787522845981e-06,2.8801356634659485,5.972261632294946,9.435189623501287,9.520919589923315,9.999999999797248,9.999105659896383,-9.999999999995175,0.3183098861837905,0.02137050793459332,0.0191841805884687,0.0372778396356559,0.050469967246576264,0.049147011382484104,0.013456277658187122,0.07200664828421302,0.05129386791913223,0.08048075351793785,0.0803511952945584,0.08930638002689933,0.023504484756605173,0.10932355007084023,0.08018913928050181,0.10177308403736375,0.06447237388842558,0.0635920890888722,0.038195116299300814,0.09844996075760888,0.08617794413379629,0.1190462945170975,0.12003865445275252,0.11702229821096513,0.0687773154206548,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000021.jpg,pliers,exito,3740340.0,408156570.0,406197915.0,46706435970.0,56467923435.0,44138032110.0,5577551067420.0,8838390280965.0,5028903336270.0,6105109056210.0,2167226798.062449,12355156640.979343,-187443041.3369236,7823605462.443317,22499079147.767864,-2469397345.15625,-16119494966.519531,0.00015491097904950249,0.000883132957415988,-1.3398221669960402e-05,2.8915402161181623e-07,8.315474558846042e-07,-9.126689436694549e-08,-5.957632728663842e-07,2.9837842222213777,6.2748030112898014,9.976610014165686,9.997220635423387,9.999999999999995,9.999998511321198,-10.0,0.3183098861837906,0.02862807007162034,0.013460871349874818,0.009026084818426167,0.06439649607290707,0.08423726538566889,0.0342668957273804,0.02058483740800129,0.06222616049415414,0.10193363413591647,0.11792391781946547,0.0815665052506217,0.06356483741537819,0.10676330465676874,0.08645143444554451,0.059726363337774695,0.1100218824425041,0.09813927721830865,0.07254802855047242,0.05711604753451309,0.0799464831055713,0.21033841982216864,0.08809207303743531,0.15409001437666514,0.06421299282987725,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000022.jpg,pliers,exito,2047395.0,209967510.0,196756470.0,27079965210.0,24471604380.0,25049136030.0,4000930958640.0,3506430442590.0,3658900888680.0,3502175401920.0,5547063519.998754,5563133622.348984,4871072645.899862,86044433937.98897,85443500456.83203,57401250642.4834,56298101635.82031,0.0013233047224528215,0.00132713839810007,0.0011620406747625447,1.4345598968480867e-05,1.4245409446243745e-05,9.570117255925867e-06,9.386196779867279e-06,2.5766814950650563,5.267488126831555,9.301001083919447,8.909961640077736,9.999999996700158,9.988737993424781,-9.999999999906477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000023.jpg,pliers,exito,1862520.0,182019000.0,184521570.0,25508790870.0,24029721000.0,19855918740.0,4126253509560.0,3541619523570.0,2886118573770.0,2644793526090.0,7720570415.454544,5748999292.171412,1823128944.5454533,124328366062.06612,21855657290.611908,2600353912.7617188,-64803695426.5166,0.002225601976766318,0.001657258920075734,0.0005255517616623364,2.6261399337809224e-05,4.61648585981202e-06,5.492626878775164e-07,-1.3688233651457611e-05,2.41084815655285,5.845292337840805,8.333330702871866,9.545506598308954,9.999999999742947,9.999083659418027,-9.99999999931133,0.3183098861837905,0.03984956335453572,0.16521042761857854,0.05316658732186912,0.028525281859801976,0.07379800044474036,0.13499607063977195,0.04498852649173721,0.04168571567001563,0.1148820926386375,0.067139561495225,0.12346707493825665,0.0018159668611154442,0.06108425529303672,0.059266960829422906,0.04736370993106555,0.15127143370024665,0.07890571614928689,0.049413316947459075,0.130026051942138,0.14742097495221423,0.10174189547057538,0.13901175184155848,0.11665450749834357,0.06955130590853022,56,57,756
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000024.jpg,pliers,exito,4242690.0,476668950.0,486513735.0,64508335830.0,69302363115.0,54393667500.0,9643919438580.0,11012797538385.0,7533475981320.0,7742694454320.0,10954272748.770283,13513320233.325817,-266463507.22142324,-65072753796.38517,-33350853634.619698,196111798953.02734,17640692139.214844,0.000608556561485337,0.0007507225613280597,-1.4803184057489926e-05,-1.755076030214023e-06,-8.995052519899476e-07,5.289327675628964e-06,4.757867790073577e-07,2.8666913214344514,7.67391600980188,9.407516163473138,9.917548116753075,-9.999999999994417,9.999987668472096,9.999999999995637,0.31830988618379064,0.00869689632610375,0.049399727262205366,0.05669608181549072,0.02938549036669223,0.07465543135743109,0.05835467350933734,0.10716705219242685,0.02195607046663414,0.06114870968669048,0.11390731967989633,0.021598479169568734,0.023470270393307596,0.1621355083531762,0.08808360628308953,0.027737630201046547,0.07046193123777073,0.1052580759633421,0.06159123598586654,0.0074518863030525505,0.04221418901631365,0.1910657021630757,0.1641955730369997,0.0040405794581407145,0.14478358925011378,56,57,756
