rutaImagen,etiqueta,estado,tamanoVector,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000010.jpg,pliers,exito,57,181.0,0.06877554208040237,0.027474038302898407,0.13797491788864136,0.01394097600132227,6.156306743621826,5.665480613708496,29.04166030883789,1.8361761569976807,20.931241989135742,40.12062072753906,0.0,209.0,2.0,20.827003479003906,38.859352111816406,0.0,203.0,17.24205780029297,37.75543212890625,0.0,209.0,24.005525588989258,41.556697845458984,0.0,203.0,20.69993019104004,41.08794021606445,0.0,209.0,24.301450729370117,41.85859680175781,0.0,203.0,21.27037239074707,41.822322845458984,0.0,209.0,20.781076431274414,37.77963638305664,0.0,203.0,18.322513580322266,39.45420455932617,0.0,209.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000011.jpg,pliers,exito,57,151.0,0.0682777613401413,0.030807530507445335,0.13449960947036743,0.01577938348054886,5.250942230224609,7.51631498336792,77.44308471679688,1.818799614906311,20.617136001586914,40.282958984375,0.0,211.0,1.0,18.453227996826172,37.41104507446289,0.0,202.0,16.851408004760742,37.845184326171875,0.0,191.0,25.2880802154541,42.884979248046875,0.0,202.0,21.29925537109375,41.5361328125,0.0,211.0,25.26407241821289,43.06275177001953,0.0,211.0,21.273178100585938,41.676185607910156,0.0,211.0,19.620861053466797,38.18583679199219,0.0,202.0,16.88700294494629,38.18346405029297,0.0,191.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000012.jpg,pliers,exito,57,45.0,0.08737184852361679,0.025737904012203217,0.147868350148201,0.047945536673069,3.895484447479248,2.737208366394043,13.07177448272705,1.8325605392456055,21.397916793823242,39.876068115234375,0.0,196.0,1.0,20.433332443237305,39.46571731567383,0.0,196.0,15.93055534362793,35.417442321777344,0.0,177.0,27.325000762939453,43.07183837890625,0.0,196.0,22.844444274902344,41.12336730957031,0.0,177.0,26.505556106567383,42.91276931762695,0.0,196.0,23.751388549804688,42.67259979248047,0.0,179.0,17.865278244018555,35.99363327026367,0.0,196.0,16.52777862548828,35.61861038208008,0.0,177.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000013.jpg,pliers,exito,57,59.0,0.06640787422657013,0.027037708088755608,0.12380757182836533,0.013336681760847569,5.446871280670166,7.082302570343018,34.42549133300781,1.8927968740463257,19.000131607055664,41.08028793334961,0.0,210.0,1.0,15.759533882141113,36.811683654785156,0.0,210.0,18.13135528564453,40.66569519042969,0.0,195.0,20.044490814208984,41.162322998046875,0.0,210.0,23.797670364379883,46.9266471862793,0.0,195.0,20.170551300048828,41.708351135253906,0.0,210.0,22.961864471435547,45.17778778076172,0.0,195.0,15.515890121459961,37.08798599243164,0.0,210.0,15.61970329284668,36.92342758178711,0.0,195.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000014.jpg,pliers,exito,57,73.0,0.060278017073869705,0.021884746849536896,0.12243983149528503,0.015121836215257645,6.267115116119385,8.895968437194824,52.7241325378418,1.8041447401046753,18.08005142211914,41.48983383178711,0.0,199.0,0.0,16.84760284423828,39.098453521728516,0.0,199.0,15.278253555297852,38.84891891479492,0.0,198.0,20.584760665893555,43.0411491394043,0.0,199.0,19.542808532714844,44.278533935546875,0.0,198.0,20.69434928894043,43.25566864013672,0.0,199.0,19.136985778808594,43.61116027832031,0.0,198.0,16.69434928894043,39.08987808227539,0.0,199.0,15.86130142211914,39.8322868347168,0.0,198.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000015.jpg,pliers,exito,57,81.0,0.05519605055451393,0.03403991833329201,0.12475186586380005,0.013369754888117313,6.787729740142822,7.6482977867126465,46.87861251831055,1.819069743156433,20.38030433654785,40.41135025024414,0.0,209.0,1.0,18.19753074645996,37.778690338134766,0.0,209.0,19.645061492919922,41.02348709106445,0.0,196.0,22.108797073364258,40.839454650878906,0.0,209.0,22.564815521240234,42.57127380371094,0.0,196.0,22.769290924072266,42.02292251586914,0.0,209.0,22.206790924072266,42.53724670410156,0.0,196.0,17.842592239379883,37.22435760498047,0.0,209.0,17.707561492919922,38.43956756591797,0.0,196.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000016.jpg,pliers,exito,57,244.0,0.05946297198534012,0.03108114004135132,0.12698663771152496,0.014256126247346401,4.8623480796813965,5.285693168640137,41.712554931640625,1.8344792127609253,24.051549911499023,38.340789794921875,0.0,214.0,5.0,23.619108200073242,37.06184005737305,0.0,204.0,18.031763076782227,33.248714447021484,0.0,198.0,31.470287322998047,42.37395095825195,0.0,204.0,23.417264938354492,38.596683502197266,0.0,214.0,31.103483200073242,42.11836624145508,0.0,204.0,22.874744415283203,38.04926300048828,0.0,214.0,23.958759307861328,38.04625701904297,0.0,204.0,17.936986923217773,33.85587692260742,0.0,214.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000017.jpg,pliers,exito,57,272.0,0.05779872462153435,0.029511190950870514,0.13925911486148834,0.013718714937567711,4.0026445388793945,4.139368534088135,28.944211959838867,1.8077682256698608,19.843921661376953,40.668025970458984,0.0,201.0,1.0,19.050321578979492,38.07795333862305,0.0,201.0,16.617876052856445,38.53639602661133,0.0,198.0,23.28285789489746,43.140403747558594,0.0,201.0,20.204273223876953,42.278663635253906,0.0,198.0,23.377527236938477,43.18152618408203,0.0,201.0,20.184053421020508,42.34141540527344,0.0,198.0,19.1328125,37.66358184814453,0.0,201.0,16.901655197143555,39.07426452636719,0.0,198.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000018.jpg,pliers,exito,57,68.0,0.06823304295539856,0.020672036334872246,0.12948304414749146,0.016816819086670876,7.372457027435303,10.118937492370605,47.328792572021484,1.8411117792129517,18.508731842041016,41.295860290527344,0.0,212.0,0.0,16.693933486938477,38.3499641418457,0.0,196.0,18.25183868408203,42.668426513671875,0.0,212.0,20.854780197143555,42.901039123535156,0.0,196.0,20.32261085510254,43.55143737792969,0.0,212.0,19.563419342041016,41.44184112548828,0.0,196.0,19.773897171020508,42.74574661254883,0.0,212.0,16.530330657958984,38.17381286621094,0.0,196.0,16.079044342041016,39.845882415771484,0.0,212.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000019.jpg,pliers,exito,57,89.0,0.07227320969104767,0.030901173129677773,0.16282381117343903,0.015981560572981834,6.296370983123779,6.854686737060547,37.12382507324219,1.8062078952789307,20.29836654663086,40.45057678222656,0.0,194.0,1.0,19.53581428527832,39.10316848754883,0.0,194.0,16.337779998779297,38.47316360473633,0.0,193.0,25.044944763183594,42.56928253173828,0.0,194.0,20.29564666748047,41.66043472290039,0.0,193.0,25.870786666870117,43.18836212158203,0.0,194.0,20.24227523803711,40.95915603637695,0.0,193.0,19.910112380981445,39.28417205810547,0.0,194.0,15.149579048156738,36.74736404418945,0.0,193.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000020.jpg,pliers,exito,57,128.0,0.040097426623106,0.023634955286979675,0.09987805038690567,0.013581220991909504,4.741618633270264,7.189296722412109,56.65732955932617,1.8548215627670288,20.22894287109375,40.48105239868164,0.0,203.0,1.0,17.67626953125,36.15159225463867,0.0,203.0,18.236328125,40.545291900634766,0.0,202.0,22.71240234375,41.46390914916992,0.0,203.0,22.732421875,44.07442855834961,0.0,202.0,22.39892578125,41.45146560668945,0.0,203.0,23.11376953125,44.08839416503906,0.0,202.0,17.26708984375,36.158443450927734,0.0,203.0,17.6943359375,38.424774169921875,0.0,202.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000021.jpg,pliers,exito,57,87.0,0.040196631103754044,0.02627011574804783,0.10510120540857315,0.013428639620542526,5.30551815032959,9.49614429473877,64.93218994140625,1.899407982826233,22.984554290771484,38.98029327392578,0.0,214.0,4.0,20.08405113220215,36.57501983642578,0.0,187.0,20.08261489868164,36.478179931640625,0.0,209.0,25.984912872314453,41.429664611816406,0.0,214.0,26.948993682861328,41.61275863647461,0.0,214.0,25.01293182373047,40.35403060913086,0.0,214.0,26.711206436157227,41.362464904785156,0.0,214.0,17.808189392089844,34.35369873046875,0.0,187.0,21.243534088134766,37.820892333984375,0.0,209.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000022.jpg,pliers,exito,57,86.0,0.0582529678940773,0.027412094175815582,0.11911071836948395,0.013886792585253716,3.8258092403411865,3.2604544162750244,17.4591121673584,1.8335031270980835,18.280977249145508,41.40352249145508,0.0,206.0,0.0,15.82848834991455,38.510433197021484,0.0,206.0,17.859010696411133,41.631996154785156,0.0,197.0,19.492006301879883,42.50199890136719,0.0,206.0,19.438953399658203,42.6151237487793,0.0,197.0,19.92005729675293,43.08114242553711,0.0,206.0,19.478923797607422,42.47003936767578,0.0,197.0,16.11119270324707,38.758365631103516,0.0,206.0,18.119186401367188,41.17659378051758,0.0,197.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000023.jpg,pliers,exito,57,213.0,0.08363761007785797,0.027854809537529945,0.13467152416706085,0.017125651240348816,4.283241271972656,2.6769769191741943,23.072568893432617,1.8543299436569214,22.811216354370117,39.080108642578125,0.0,195.0,3.0,23.149940490722656,38.44571304321289,0.0,195.0,16.10651397705078,34.08058166503906,0.0,174.0,29.596830368041992,42.513004302978516,0.0,195.0,22.573944091796875,39.862762451171875,0.0,179.0,29.730634689331055,42.96922302246094,0.0,195.0,22.492958068847656,39.805816650390625,0.0,184.0,22.7775821685791,37.88114929199219,0.0,195.0,16.06132698059082,33.6383171081543,0.0,167.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000024.jpg,pliers,exito,57,168.0,0.057564377784729004,0.023763181641697884,0.12132074683904648,0.013432852923870087,4.804861068725586,5.467590808868408,29.92998695373535,1.8551294803619385,19.534738540649414,40.81951141357422,0.0,222.0,1.0,18.391740798950195,38.29068374633789,0.0,204.0,16.334077835083008,38.62277603149414,0.0,222.0,22.89285659790039,42.72221755981445,0.0,204.0,20.2808780670166,42.47439193725586,0.0,222.0,23.011531829833984,42.55268859863281,0.0,204.0,20.151412963867188,42.58009338378906,0.0,222.0,18.825149536132812,39.282440185546875,0.0,204.0,16.3902530670166,39.10950469970703,0.0,222.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000025.jpg,pliers,exito,57,399.0,0.059863414615392685,0.02884589694440365,0.14267432689666748,0.013475186191499233,4.079069137573242,3.9353315830230713,29.82685661315918,1.8032118082046509,23.392465591430664,38.73966598510742,0.0,209.0,4.0,22.815946578979492,38.3934211730957,0.0,197.0,19.665884017944336,36.75951385498047,0.0,209.0,27.575815200805664,40.62821960449219,0.0,197.0,24.936872482299805,39.98134231567383,0.0,209.0,26.97133445739746,40.363525390625,0.0,197.0,24.684680938720703,39.733577728271484,0.0,209.0,21.96162223815918,37.82835388183594,0.0,197.0,18.527568817138672,34.9050407409668,0.0,209.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000026.jpg,pliers,exito,57,149.0,0.05943867936730385,0.027920085936784744,0.13088546693325043,0.01465111318975687,5.19264554977417,6.57094144821167,47.43723678588867,1.849147081375122,22.74045753479004,39.133636474609375,0.0,205.0,4.0,19.97986602783203,36.47311782836914,0.0,205.0,20.226511001586914,37.68220520019531,0.0,191.0,23.706375122070312,39.16169738769531,0.0,205.0,25.661073684692383,42.12275314331055,0.0,191.0,24.558725357055664,39.95915603637695,0.0,205.0,26.340604782104492,42.01679992675781,0.0,191.0,20.11115837097168,36.332183837890625,0.0,205.0,21.339345932006836,38.24406051635742,0.0,191.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000027.jpg,pliers,exito,57,157.0,0.06670644134283066,0.02318456396460533,0.12969760596752167,0.0242284145206213,4.375755310058594,5.441741943359375,40.06266784667969,1.8520773649215698,20.8372802734375,40.165611267089844,0.0,206.0,1.0,20.519107818603516,38.746734619140625,0.0,206.0,16.2591552734375,36.239463806152344,0.0,200.0,25.84673500061035,44.05577087402344,0.0,206.0,20.16321563720703,40.56515121459961,0.0,200.0,25.351911544799805,43.2794075012207,0.0,206.0,20.794984817504883,40.806087493896484,0.0,200.0,20.370222091674805,37.91958236694336,0.0,206.0,17.392913818359375,38.07817077636719,0.0,200.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000028.jpg,pliers,exito,57,124.0,0.079666867852211,0.027995916083455086,0.1453806608915329,0.019813358783721924,4.660675048828125,4.683039665222168,27.411285400390625,1.8254053592681885,22.650264739990234,39.179115295410156,0.0,196.0,2.0,23.092741012573242,38.86986541748047,0.0,196.0,15.43598747253418,33.35840606689453,0.0,195.0,30.53881072998047,43.08232879638672,0.0,196.0,22.38457679748535,40.543907165527344,0.0,195.0,30.033266067504883,43.03276062011719,0.0,196.0,22.48588752746582,40.06480026245117,0.0,195.0,21.500503540039062,37.05243682861328,0.0,196.0,15.730342864990234,33.29122543334961,0.0,195.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000029.jpg,pliers,exito,57,31.0,0.09965261816978455,0.0237936582416296,0.14235565066337585,0.05448908731341362,8.709266662597656,6.9218316078186035,31.615970611572266,2.091754674911499,21.964214324951172,39.55064392089844,0.0,200.0,2.0,20.36088752746582,38.03140640258789,0.0,200.0,12.917338371276855,31.020273208618164,0.0,171.0,29.385080337524414,43.32899856567383,0.0,200.0,24.475807189941406,42.532005310058594,0.0,171.0,28.691532135009766,42.8599967956543,0.0,200.0,24.88306427001953,42.864925384521484,0.0,168.0,18.691532135009766,35.955780029296875,0.0,200.0,16.308467864990234,34.778438568115234,0.0,168.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\joker\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000030.jpg,pliers,exito,57,57.0,0.07584642618894577,0.02881186455488205,0.130306676030159,0.017834240570664406,4.724002361297607,3.8942112922668457,20.068532943725586,1.805831789970398,19.064006805419922,41.032440185546875,0.0,206.0,1.0,17.452850341796875,37.89242172241211,0.0,192.0,15.671052932739258,38.76395034790039,0.0,192.0,24.33333396911621,44.60362243652344,0.0,206.0,19.50438690185547,42.79807662963867,0.0,195.0,24.08333396911621,43.90794372558594,0.0,206.0,19.518640518188477,42.73210144042969,0.0,195.0,16.71162223815918,37.04399871826172,0.0,206.0,15.236842155456543,38.6756477355957,0.0,195.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
